materials;participant;is_test_trial;item;condition;position;question order;rating1;content;region_Morava;age_under_27;reading_time_over_60_minutes;negexp;construction
AcceptContextTask;33;no;7;ABott;55;1;2;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani 3 dny.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;33;no;8;ATop;61;1;7;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti ani na půl dne.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;33;no;9;ZBott;51;1;1;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádnou hodinu.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;33;no;10;ZTop;49;1;1;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala žádné 3 hodiny.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;33;no;11;ABott;43;1;7;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 20 hub.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;33;no;12;ATop;47;1;2;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech ani 3 diamanty.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;34;no;1;ATop;56;1;2;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili ani bakaláři.";FALSE;FALSE;FALSE;ani;top
AcceptContextTask;34;no;2;ZBott;43;1;2;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal žádných 3000 Kč.";FALSE;FALSE;FALSE;zadny;bottom
AcceptContextTask;34;no;3;ZTop;41;1;2;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal žádných 300 Kč.";FALSE;FALSE;FALSE;zadny;top
AcceptContextTask;34;no;4;ABott;62;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála ani 500 Kč.";FALSE;FALSE;FALSE;ani;bottom
AcceptContextTask;34;no;5;ATop;48;1;5;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to ani 3000 Kč.";FALSE;FALSE;FALSE;ani;top
AcceptContextTask;34;no;6;ZBott;60;1;2;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není žádných 6 let.";FALSE;FALSE;FALSE;zadny;bottom
AcceptContextTask;34;no;7;ZTop;50;1;1;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval žádný týden.";FALSE;FALSE;FALSE;zadny;top
AcceptContextTask;34;no;8;ABott;58;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti ani na 3 hodiny.";FALSE;FALSE;FALSE;ani;bottom
AcceptContextTask;34;no;9;ATop;64;1;5;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo ani půl dne.";FALSE;FALSE;FALSE;ani;top
AcceptContextTask;34;no;10;ZBott;52;1;2;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala žádných 50 minut.";FALSE;FALSE;FALSE;zadny;bottom
AcceptContextTask;34;no;11;ZTop;45;1;4;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 50 hub.";FALSE;FALSE;FALSE;zadny;top
AcceptContextTask;34;no;12;ABott;54;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech ani 1 diamant.";FALSE;FALSE;FALSE;ani;bottom
AcceptContextTask;35;no;1;ABott;44;1;7;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili ani doktorandi.";TRUE;TRUE;TRUE;ani;bottom
AcceptContextTask;35;no;2;ATop;60;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 9000 Kč.";TRUE;TRUE;TRUE;ani;top
AcceptContextTask;35;no;3;ZBott;52;1;4;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal žádných 200 Kč.";TRUE;TRUE;TRUE;zadny;bottom
AcceptContextTask;35;no;4;ZTop;50;1;5;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 900 Kč.";TRUE;TRUE;TRUE;zadny;top
AcceptContextTask;35;no;5;ABott;48;1;2;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to ani 500 Kč.";TRUE;TRUE;TRUE;ani;bottom
AcceptContextTask;35;no;6;ATop;42;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 10 let.";TRUE;TRUE;TRUE;ani;top
AcceptContextTask;35;no;7;ZBott;58;1;4;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval žádné 3 dny.";TRUE;TRUE;TRUE;zadny;bottom
AcceptContextTask;35;no;8;ZTop;54;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádného půl dne.";TRUE;TRUE;TRUE;zadny;top
AcceptContextTask;35;no;9;ABott;62;1;5;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo ani hodinu.";TRUE;TRUE;TRUE;ani;bottom
AcceptContextTask;35;no;10;ATop;56;1;7;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 3 hodiny.";TRUE;TRUE;TRUE;ani;top
AcceptContextTask;35;no;11;ZBott;46;1;6;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 20 hub.";TRUE;TRUE;TRUE;zadny;bottom
AcceptContextTask;35;no;12;ZTop;64;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádné 3 diamanty.";TRUE;TRUE;TRUE;zadny;top
AcceptContextTask;36;no;1;ZTop;49;1;7;"*Kontext*:  Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili žádní bakaláři.";TRUE;FALSE;FALSE;zadny;top
AcceptContextTask;36;no;2;ABott;47;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 3000 Kč.";TRUE;FALSE;FALSE;ani;bottom
AcceptContextTask;36;no;3;ATop;58;1;6;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal ani 300 Kč.";TRUE;FALSE;FALSE;ani;top
AcceptContextTask;36;no;4;ZBott;52;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 500 Kč.";TRUE;FALSE;FALSE;zadny;bottom
AcceptContextTask;36;no;5;ZTop;45;1;2;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to žádných 3000 Kč.";TRUE;FALSE;FALSE;zadny;top
AcceptContextTask;36;no;6;ABott;62;1;7;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 6 let.";TRUE;FALSE;FALSE;ani;bottom
AcceptContextTask;36;no;7;ATop;54;1;7;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani týden.";TRUE;FALSE;FALSE;ani;top
AcceptContextTask;36;no;8;ZBott;43;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádné 3 hodiny.";TRUE;FALSE;FALSE;zadny;bottom
AcceptContextTask;36;no;9;ZTop;41;1;5;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádného půl dne.";TRUE;FALSE;FALSE;zadny;top
AcceptContextTask;36;no;10;ABott;56;1;4;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 50 minut.";TRUE;FALSE;FALSE;ani;bottom
AcceptContextTask;36;no;11;ATop;64;1;5;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 50 hub.";TRUE;FALSE;FALSE;ani;top
AcceptContextTask;36;no;12;ZBott;60;1;5;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádný diamant.";TRUE;FALSE;FALSE;zadny;bottom
AcceptContextTask;37;no;1;ATop;42;1;3;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili ani bakaláři.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;37;no;2;ZBott;44;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal žádných 3000 Kč.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;37;no;3;ZTop;48;1;3;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal žádných 300 Kč.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;37;no;4;ABott;60;1;6;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála ani 500 Kč.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;37;no;5;ATop;46;1;6;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to ani 3000 Kč.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;37;no;6;ZBott;50;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není žádných 6 let.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;37;no;7;ZTop;58;1;1;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval žádný týden.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;37;no;8;ABott;56;1;7;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti ani na 3 hodiny.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;37;no;9;ATop;64;1;7;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo ani půl dne.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;37;no;10;ZBott;54;1;3;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala žádných 50 minut.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;37;no;11;ZTop;62;1;2;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 50 hub.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;37;no;12;ABott;52;1;7;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech ani 1 diamant.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;38;no;1;ABott;41;1;7;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili ani doktorandi.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;38;no;2;ATop;43;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 9000 Kč.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;38;no;3;ZBott;49;1;1;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal žádných 200 Kč.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;38;no;4;ZTop;57;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 900 Kč.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;38;no;5;ABott;62;1;7;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to ani 500 Kč.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;38;no;6;ATop;47;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 10 let.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;38;no;7;ZBott;45;1;1;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval žádné 3 dny.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;38;no;8;ZTop;64;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádného půl dne.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;38;no;9;ABott;53;1;7;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo ani hodinu.";FALSE;TRUE;TRUE;ani;bottom
AcceptContextTask;38;no;10;ATop;55;1;1;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 3 hodiny.";FALSE;TRUE;TRUE;ani;top
AcceptContextTask;38;no;11;ZBott;60;1;1;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 20 hub.";FALSE;TRUE;TRUE;zadny;bottom
AcceptContextTask;38;no;12;ZTop;51;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádné 3 diamanty.";FALSE;TRUE;TRUE;zadny;top
AcceptContextTask;39;no;1;ZTop;41;1;7;"*Kontext*:  Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili žádní bakaláři.";TRUE;TRUE;FALSE;zadny;top
AcceptContextTask;39;no;2;ABott;52;1;3;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 3000 Kč.";TRUE;TRUE;FALSE;ani;bottom
AcceptContextTask;39;no;3;ATop;56;1;7;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal ani 300 Kč.";TRUE;TRUE;FALSE;ani;top
AcceptContextTask;39;no;4;ZBott;50;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 500 Kč.";TRUE;TRUE;FALSE;zadny;bottom
AcceptContextTask;39;no;5;ZTop;54;1;1;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to žádných 3000 Kč.";TRUE;TRUE;FALSE;zadny;top
AcceptContextTask;39;no;6;ABott;64;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 6 let.";TRUE;TRUE;FALSE;ani;bottom
AcceptContextTask;39;no;7;ATop;60;1;6;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani týden.";TRUE;TRUE;FALSE;ani;top
AcceptContextTask;39;no;8;ZBott;58;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádné 3 hodiny.";TRUE;TRUE;FALSE;zadny;bottom
AcceptContextTask;39;no;9;ZTop;62;1;3;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádného půl dne.";TRUE;TRUE;FALSE;zadny;top
AcceptContextTask;39;no;10;ABott;43;1;4;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 50 minut.";TRUE;TRUE;FALSE;ani;bottom
AcceptContextTask;39;no;11;ATop;47;1;6;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 50 hub.";TRUE;TRUE;FALSE;ani;top
AcceptContextTask;39;no;12;ZBott;45;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádný diamant.";TRUE;TRUE;FALSE;zadny;bottom
AcceptTask;3;no;1;NRZ;22;1;1;Profesor Novák nechce, abychom vyhodili žádného akademika.;TRUE;TRUE;TRUE;zadny;negraising
AcceptTask;3;no;2;basA;16;1;6;Marie nejedla týden ani chléb.;TRUE;TRUE;TRUE;ani;baseline
AcceptTask;3;no;3;basZ;40;1;7;Král nepotkal žádného ministra.;TRUE;TRUE;TRUE;zadny;baseline
AcceptTask;3;no;4;EqA;26;1;1;Zloděj ze souostroví Qwghlm je tak šikovný jako ani jeden zloděj.;TRUE;TRUE;TRUE;ani;equative
AcceptTask;3;no;5;EqZ;12;1;7;Tenhle racek je tak šikovný jak žádný jiný racek na pobřeží.;TRUE;TRUE;TRUE;zadny;equative
AcceptTask;3;no;6;NRA;14;1;1;Starosta nechce, aby farmář Karel prodal ani jednoho králíka.;TRUE;TRUE;TRUE;ani;negraising
AcceptTask;3;no;7;NRZ;38;1;1;Policista Karel nechce, aby žádný řidič jezdil proti předpisům.;TRUE;TRUE;TRUE;zadny;negraising
AcceptTask;3;no;8;basA;34;1;7;Čtenáři Karlovi neutekla minulý týden ani jedna nová kniha.;TRUE;TRUE;TRUE;ani;baseline
AcceptTask;3;no;9;basZ;9;1;7;Uklízeč Karel neumyl žádné okno.;TRUE;TRUE;TRUE;zadny;baseline
AcceptTask;3;no;10;EqA;32;1;1;Tenhle voják je tak poslušný jako ani jeden jiný voják.;TRUE;TRUE;TRUE;ani;equative
AcceptTask;3;no;11;EqZ;18;1;7;Tenhle námořník je tak statečný jak žádný jiný námořník.;TRUE;TRUE;TRUE;zadny;equative
AcceptTask;3;no;12;NRA;20;1;7;Ředitel továrny nechce, aby byl propuštěn ani jeden dělník.;TRUE;TRUE;TRUE;ani;negraising
AcceptTask;3;no;13;NRZ;7;1;1;Petr nechce, aby při lyžování nikdy spadl.;TRUE;TRUE;TRUE;zadny;negraising
AcceptTask;3;no;14;basA;24;1;7;Pacient nebral ani jeden lék.;TRUE;TRUE;TRUE;ani;baseline
AcceptTask;3;no;15;basZ;36;1;2;Tento měsíc nerpšelo žádný den.;TRUE;TRUE;TRUE;zadny;baseline
AcceptTask;3;no;16;EqA;5;1;1;Tahle povídka je dobrá jako ani jedna jiná povídka.;TRUE;TRUE;TRUE;ani;equative
AcceptTask;3;no;17;EqZ;30;1;7;V tomhle lese jsou borovice vysoké jak na žádném jiném místě.;TRUE;TRUE;TRUE;zadny;equative
AcceptTask;3;no;18;NRA;28;1;1;Trenér nechce, aby fotbalisté prohráli ani jeden zápas.;TRUE;TRUE;TRUE;ani;negraising
AcceptTask;4;no;1;basA;23;1;7;Profesor Novák nevyhodil ani jednoho akademika.;TRUE;TRUE;FALSE;ani;baseline
AcceptTask;4;no;2;basZ;34;1;7;Marie nejedla týden žádný chléb.;TRUE;TRUE;FALSE;zadny;baseline
AcceptTask;4;no;3;EqA;38;1;3;Ministr zahraničí je tak chytrý jak ani jeden ministr.;TRUE;TRUE;FALSE;ani;equative
AcceptTask;4;no;4;EqZ;36;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.;TRUE;TRUE;FALSE;zadny;equative
AcceptTask;4;no;5;NRA;40;1;7;Racek nechce, aby mu utekl ani jeden hraboš.;TRUE;TRUE;FALSE;ani;negraising
AcceptTask;4;no;6;NRZ;19;1;2;Starosta nechce, aby farmář Karel prodal žádného králíka.;TRUE;TRUE;FALSE;zadny;negraising
AcceptTask;4;no;7;basA;17;1;7;Policista Karel nepředjel ani jednoho řidiče.;TRUE;TRUE;FALSE;ani;baseline
AcceptTask;4;no;8;basZ;9;1;7;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.;TRUE;TRUE;FALSE;zadny;baseline
AcceptTask;4;no;9;EqA;29;1;3;Tohle okno je tak špinavé jak ani jedno jiné.;TRUE;TRUE;FALSE;ani;equative
