materials;participant;is_test_trial;item;condition;position;question order;rating1;content
AcceptContextTask;46;no;10;ZBott;54;1;3;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala žádných 50 minut."
AcceptContextTask;46;no;11;ZTop;62;1;2;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 50 hub."
AcceptContextTask;46;no;12;ABott;52;1;7;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech ani 1 diamant."
AcceptContextTask;47;no;1;ABott;41;1;7;"*Kontext*: Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili ani doktorandi."
AcceptContextTask;47;no;2;ATop;43;1;1;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 9000 Kč."
AcceptContextTask;47;no;3;ZBott;49;1;1;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal žádných 200 Kč."
AcceptContextTask;47;no;4;ZTop;57;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 900 Kč."
AcceptContextTask;47;no;5;ABott;62;1;7;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to ani 500 Kč."
AcceptContextTask;47;no;6;ATop;47;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 10 let."
AcceptContextTask;47;no;7;ZBott;45;1;1;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval žádné 3 dny."
AcceptContextTask;47;no;8;ZTop;64;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádného půl dne."
AcceptContextTask;47;no;9;ABott;53;1;7;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo ani hodinu."
AcceptContextTask;47;no;10;ATop;55;1;1;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 3 hodiny."
AcceptContextTask;47;no;11;ZBott;60;1;1;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel žádných 20 hub."
AcceptContextTask;47;no;12;ZTop;51;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádné 3 diamanty."
AcceptContextTask;48;no;1;ZTop;41;1;7;"*Kontext*:  Profesor Novák učí předmět, do kterého chodí bakaláři, magistři i doktorandi. Doktorandi zvládnou zkoušku téměř všichni, magistři tak z poloviny, bakaláři jen výjimečně.

*Věta*: Včerejší zkoušku u profesora Nováka nesložili žádní bakaláři."
AcceptContextTask;48;no;2;ABott;52;1;3;"*Kontext*: Za opravení pračky si za den opravář vezme 3000 Kč, někdy 5000 Kč a ve výjimečných případech 9000 Kč.

*Věta*: Včera si opravář za spravení pračky nevzal ani 3000 Kč."
AcceptContextTask;48;no;3;ATop;56;1;7;"*Kontext*: Cesta z centra na periferii taxíkem stojí 200 Kč, někdy 250 Kč a maximálně 300 Kč.

*Věta*: Včera si taxikář za cestu z centra na periférii nevzal ani 300 Kč."
AcceptContextTask;48;no;4;ZBott;50;1;1;"*Kontext*: Cesta vlakem z města do hor stojí podle toho, jestli jedete osobním vlakem, rychlíkem, případně 1. třídou zhruba 500 Kč, 700 Kč nebo až 900 Kč.

*Věta*: Včerejší cesta vlakem z města do hor nás nestála žádných 500 Kč."
AcceptContextTask;48;no;5;ZTop;54;1;1;"*Kontext*: Za knížku o historii města zaplatíš v tomhle antikvariátu 500 Kč, 1500 Kč nebo až 3000 Kč.

*Věta*: Včera jsem v tomhle antikvariátu koupil knížku o historii města a nestálo mě to žádných 3000 Kč."
AcceptContextTask;48;no;6;ABott;64;1;1;"*Kontext*: Na tuhle atrakci můžou šestileté děti v doprovodu rodičů, osmileté (pokud mají víc jak 130 cm) a desetileté bez jakýchkoliv podmínek.

*Věta*: Na tu atrakci nemůžeš, protože protože ti není ani 6 let."
AcceptContextTask;48;no;7;ATop;60;1;6;"*Kontext*: Hudební festivaly na tomhle bývalém letišti trvají 3 dny, někdy 5 dnů, ale maximum je týden.

*Věta*: Poslední festival na bývalém letišti netrval ani týden."
AcceptContextTask;48;no;8;ZBott;58;1;1;"*Kontext*: Tenhle lék pomáhá od bolesti a v závislosti na mnoha faktorech úleva trvá 4 hodiny, někdy 8 hodin a maximální doložená účinnost je 12 hodin.

*Věta*: Ten lék mi včera neulevil od bolesti na žádné 3 hodiny."
AcceptContextTask;48;no;9;ZTop;62;1;3;"*Kontext*: Na přezutí pneumatik v pneuservisu si počkáte hodinu, někdy dvě hodiny a při velkém návalu i půl dne.

*Věta*: Včerejší přezutí pneumatik v pneuservisu netrvalo žádného půl dne."
AcceptContextTask;48;no;10;ABott;43;1;4;"*Kontext*: Cesta z jednoho konce města na druhý trvá veřejnou dopravou 50 minut, někdy hodinu a půl, ale můžete to jet i 3 hodiny.

*Věta*: Dneska ráno mi cesta z jednoho konce města na druhý dopravou nezabrala ani 50 minut."
AcceptContextTask;48;no;11;ATop;47;1;6;"*Kontext*: V tomhle lese najdeš za hodinu tak 20, někdy 30 a za dobrého počasí i 50 hub.

*Věta*: Včera jsem v tomhle lese nenašel ani 50 hub."
AcceptContextTask;48;no;12;ZBott;45;1;1;"*Kontext*: Šikovný trpaslík ze vsi najde v těchhle dolech za den 1, 2 někdy i 3 diamanty.

*Věta*: Jeden šikovný trpaslík ze vsi nenašel včera v dolech žádný diamant."
AcceptTask;4;no;1;EqZ;27;1;7;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;4;no;2;NRA;9;1;5;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;4;no;3;NRZ;36;1;3;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;4;no;4;basA;19;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;4;no;5;basZ;15;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;4;no;6;EqA;40;1;4;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;4;no;7;EqZ;17;1;5;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;4;no;8;NRA;29;1;7;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;4;no;9;NRZ;11;1;7;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;4;no;10;basA;23;1;7;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;4;no;11;basZ;5;1;7;Na ostrov nešel žádný námořník.
AcceptTask;4;no;12;EqA;21;1;2;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;4;no;13;EqZ;7;1;7;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;4;no;14;NRA;34;1;4;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;4;no;15;NRZ;25;1;4;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;4;no;16;basA;13;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;4;no;17;basZ;38;1;7;V tomhle lese neroste žádná borovice.
AcceptTask;4;no;18;EqA;32;1;4;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;5;no;5;EqA;5;1;7;Tenhle racek je tak šikovný jak ani jeden racek na pobřeží.
AcceptTask;5;no;7;NRA;7;1;7;Policista Karel nechce, aby ani jeden řidič jezdil proti předpisům.
AcceptTask;5;no;12;EqZ;11;1;2;Tenhle dělník je tak pracovitý jako žádný jiný.
AcceptTask;5;no;15;basA;9;1;1;Tento měsíc nepršelo ani jeden den.
AcceptTask;6;no;1;NRZ;22;1;1;Profesor Novák nechce, abychom vyhodili žádného akademika.
AcceptTask;6;no;2;basA;16;1;6;Marie nejedla týden ani chléb.
AcceptTask;6;no;3;basZ;40;1;7;Král nepotkal žádného ministra.
AcceptTask;6;no;4;EqA;26;1;1;Zloděj ze souostroví Qwghlm je tak šikovný jako ani jeden zloděj.
AcceptTask;6;no;5;EqZ;12;1;7;Tenhle racek je tak šikovný jak žádný jiný racek na pobřeží.
AcceptTask;6;no;6;NRA;14;1;1;Starosta nechce, aby farmář Karel prodal ani jednoho králíka.
AcceptTask;6;no;7;NRZ;38;1;1;Policista Karel nechce, aby žádný řidič jezdil proti předpisům.
AcceptTask;6;no;8;basA;34;1;7;Čtenáři Karlovi neutekla minulý týden ani jedna nová kniha.
AcceptTask;6;no;9;basZ;9;1;7;Uklízeč Karel neumyl žádné okno.
AcceptTask;6;no;10;EqA;32;1;1;Tenhle voják je tak poslušný jako ani jeden jiný voják.
AcceptTask;6;no;11;EqZ;18;1;7;Tenhle námořník je tak statečný jak žádný jiný námořník.
AcceptTask;6;no;12;NRA;20;1;7;Ředitel továrny nechce, aby byl propuštěn ani jeden dělník.
AcceptTask;6;no;13;NRZ;7;1;1;Petr nechce, aby při lyžování nikdy spadl.
AcceptTask;6;no;14;basA;24;1;7;Pacient nebral ani jeden lék.
AcceptTask;6;no;15;basZ;36;1;2;Tento měsíc nerpšelo žádný den.
AcceptTask;6;no;16;EqA;5;1;1;Tahle povídka je dobrá jako ani jedna jiná povídka.
AcceptTask;6;no;17;EqZ;30;1;7;V tomhle lese jsou borovice vysoké jak na žádném jiném místě.
AcceptTask;6;no;18;NRA;28;1;1;Trenér nechce, aby fotbalisté prohráli ani jeden zápas.
AcceptTask;7;no;1;basA;23;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;7;no;2;basZ;34;1;7;Marie nejedla týden žádný chléb.
AcceptTask;7;no;3;EqA;38;1;3;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;7;no;4;EqZ;36;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;7;no;5;NRA;40;1;7;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;7;no;6;NRZ;19;1;2;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;7;no;7;basA;17;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;7;no;8;basZ;9;1;7;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;7;no;9;EqA;29;1;3;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;7;no;10;EqZ;11;1;7;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;7;no;11;NRA;27;1;2;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;7;no;12;NRZ;13;1;4;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;7;no;13;basA;7;1;7;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;7;no;14;basZ;5;1;7;Pacient nebral žádný lék.
AcceptTask;7;no;15;EqA;21;1;4;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;7;no;16;EqZ;25;1;7;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;7;no;17;NRA;15;1;5;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;7;no;18;NRZ;31;1;2;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;8;no;1;basZ;5;1;7;Profesor Novák nevyhodil žádného akademika.
AcceptTask;8;no;2;EqA;12;1;1;Kváskový chléb chutná jak ani jeden jiný chléb.
AcceptTask;8;no;3;EqZ;7;1;7;Ministr zahraničí je tak chytrý jak žádný jiný ministr.
AcceptTask;8;no;4;NRA;28;1;1;Král nechce, aby v království zůstal ani jeden zloděj.
AcceptTask;8;no;5;NRZ;20;1;2;Racek nechce, aby mu utekl žádný hraboš.
AcceptTask;8;no;6;basA;34;1;7;Farmář Karel neprodal ani jednoho králíka.
AcceptTask;8;no;7;basZ;9;1;7;Policista Karel nepředjel žádného řidiče.
AcceptTask;8;no;8;EqA;36;1;1;Tahle kniha je tak nová jak ani jedna jiná kniha.
AcceptTask;8;no;9;EqZ;18;1;7;Tohle okno je tak špinavé jak žádné jiné.
AcceptTask;8;no;10;NRA;24;1;2;Generál nechce, aby se tajného jednání zúčastnil ani jeden voják.
AcceptTask;8;no;11;NRZ;40;1;1;Kapitán nechce, aby na ostrov šel žádný námořník.
AcceptTask;8;no;12;basA;22;1;7;Ředitel továrny nepropustil ani jednoho dělníka.
AcceptTask;8;no;13;basZ;26;1;7;Petr nechce při lyžování nikdy spadnout.
AcceptTask;8;no;14;EqA;16;1;7;Tenhle lék pomáhá tak jak žádný jiný lék.
AcceptTask;8;no;15;EqZ;30;1;7;Včerejší den byl tak deštivý jak žádný jiný den v tomhle měsíci.
AcceptTask;8;no;16;NRA;38;1;1;Nakladatel nechce, aby ten spisovatel vydal ani jednu povídku.
AcceptTask;8;no;17;NRZ;32;1;2;Hajný nechce, aby v tomhle lese rostla žádná borovice.
AcceptTask;8;no;18;basA;14;1;7;Fotbalisté neprohráli ani jeden zápas.
AcceptTask;9;no;1;EqA;5;1;1;Profesor Novák je tak chytrý jak ani jeden akademik na celé fakultě.
AcceptTask;9;no;2;EqZ;30;1;7;Kváskový chléb chutná jak žádný jiný chléb.
AcceptTask;9;no;3;NRA;15;1;1;Novinář nechce, aby král potkal ani jednoho ministra.
AcceptTask;9;no;4;NRZ;36;1;1;Král nechce, aby v království zůstal žádný zloděj.
AcceptTask;9;no;5;basA;38;1;7;Rackovi neutekl ani jeden hraboš.
AcceptTask;9;no;6;basZ;34;1;7;Farmář Karel neprodal žádného králíka.
AcceptTask;9;no;7;EqA;26;1;2;Tenhle řidič jel tak rychle jak ani jeden před ním.
AcceptTask;9;no;8;EqZ;40;1;6;Tahle kniha je tak nová jak žádná jiná kniha.
AcceptTask;9;no;9;NRA;11;1;1;Uklízeč Karel nechce, aby ani jedno okno zůstalo špinavé.
AcceptTask;9;no;10;NRZ;28;1;2;Generál nechce, aby se tajného jednání zúčastnil žádný voják.
AcceptTask;9;no;11;basA;13;1;7;Na ostrov nešel ani jeden námořník.
AcceptTask;9;no;12;basZ;19;1;7;Ředitel továrny nepropustil žádného dělníka.
AcceptTask;9;no;13;EqA;32;1;3;Petr si dnes zalyžoval tak jak ani jednou předtím.
AcceptTask;9;no;14;EqZ;9;1;1;Tenhle lék pomáhá tak jak ani jeden lék.
AcceptTask;9;no;15;NRA;7;1;1;Turisté nechtějí, aby pršelo ani jeden den.
AcceptTask;9;no;16;NRZ;17;1;1;Nakladatel nechce, aby ten spisovatel vydal žádnou povídku.
AcceptTask;9;no;17;basA;22;1;7;V tomhle lese neroste ani jedna borovice.
AcceptTask;9;no;18;basZ;24;1;7;Fotbalisté neprohráli žádný zápas.
AcceptTask;10;no;1;EqZ;40;1;6;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;10;no;2;NRA;36;1;1;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;10;no;3;NRZ;17;1;3;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;10;no;4;basA;9;1;6;V království nezůstal ani jeden zloděj.
AcceptTask;10;no;5;basZ;23;1;7;Rackovi neutekl žádný hraboš.
AcceptTask;10;no;6;EqA;25;1;6;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;10;no;7;EqZ;13;1;4;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;10;no;8;NRA;27;1;2;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;10;no;9;NRZ;34;1;2;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;10;no;10;basA;5;1;6;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;10;no;11;basZ;15;1;7;Na ostrov nešel žádný námořník.
AcceptTask;10;no;12;EqA;32;1;5;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;10;no;13;EqZ;29;1;6;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;10;no;14;NRA;21;1;1;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;10;no;15;NRZ;11;1;2;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;10;no;16;basA;38;1;7;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;10;no;17;basZ;19;1;7;V tomhle lese neroste žádná borovice.
AcceptTask;10;no;18;EqA;7;1;3;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;11;no;1;NRA;32;1;2;Profesor Novák nechce, abychom vyhodili ani jednoho akademika.
AcceptTask;11;no;2;NRZ;36;1;1;Petr nechce, aby Marie jedla týden žádný chléb.
AcceptTask;11;no;3;basA;8;1;7;Král nepotkal ani jednoho ministra.
AcceptTask;11;no;4;basZ;18;1;7;V království nezůstal žádný zloděj.
AcceptTask;11;no;5;EqA;24;1;7;Tenhle racek je tak šikovný jak ani jeden racek na pobřeží.
AcceptTask;11;no;6;EqZ;6;1;7;Farmář Karel prodá tolik králíků jako žádný farmář v okolí.
AcceptTask;11;no;7;NRA;12;1;3;Policista Karel nechce, aby ani jeden řidič jezdil proti předpisům.
AcceptTask;11;no;8;NRZ;14;1;2;Čtenář Karel nechce, aby mu utekla žádná nová kniha.
AcceptTask;11;no;9;basA;16;1;7;Uklízeč Karel neumyl ani jedno okno.
AcceptTask;11;no;10;basZ;28;1;7;Tajného jednání se nezúčastnil žádný voják.
AcceptTask;11;no;11;EqA;40;1;5;Tenhle námořník je tak statečný jak ani jeden jiný námořník.
AcceptTask;11;no;12;EqZ;38;1;7;Tenhle dělník je tak pracovitý jako žádný jiný.
AcceptTask;11;no;13;NRA;22;1;1;Petr nechce, aby při lyžování spadl ani jednou.
AcceptTask;11;no;14;NRZ;26;1;1;Lékař nechce, aby pacient bral žádný lék. 
AcceptTask;11;no;15;basA;20;1;7;Tento měsíc nepršelo ani jeden den.
AcceptTask;11;no;16;basZ;34;1;7;Ten spisovatel nevydal žádnou povídku.
AcceptTask;11;no;17;EqA;30;1;5;V tomhle lese jsou borovice vysoké jak na ani jednom jiném místě.
AcceptTask;11;no;18;EqZ;10;1;7;Zápasy v letošní sezóně byly tak těžké jako žádný zápas předtím.
AcceptTask;12;no;1;NRZ;32;1;2;Profesor Novák nechce, abychom vyhodili žádného akademika.
AcceptTask;12;no;2;basA;9;1;5;Marie nejedla týden ani chléb.
AcceptTask;12;no;3;basZ;22;1;7;Král nepotkal žádného ministra.
AcceptTask;12;no;4;EqA;18;1;2;Zloděj ze souostroví Qwghlm je tak šikovný jako ani jeden zloděj.
AcceptTask;12;no;5;EqZ;16;1;6;Tenhle racek je tak šikovný jak žádný jiný racek na pobřeží.
AcceptTask;12;no;6;NRA;7;1;3;Starosta nechce, aby farmář Karel prodal ani jednoho králíka.
AcceptTask;12;no;7;NRZ;24;1;2;Policista Karel nechce, aby žádný řidič jezdil proti předpisům.
AcceptTask;12;no;8;basA;20;1;7;Čtenáři Karlovi neutekla minulý týden ani jedna nová kniha.
AcceptTask;12;no;9;basZ;30;1;5;Uklízeč Karel neumyl žádné okno.
AcceptTask;12;no;10;EqA;34;1;5;Tenhle voják je tak poslušný jako ani jeden jiný voják.
AcceptTask;12;no;11;EqZ;12;1;6;Tenhle námořník je tak statečný jak žádný jiný námořník.
AcceptTask;12;no;12;NRA;36;1;2;Ředitel továrny nechce, aby byl propuštěn ani jeden dělník.
AcceptTask;12;no;13;NRZ;5;1;2;Petr nechce, aby při lyžování nikdy spadl.
AcceptTask;12;no;14;basA;38;1;7;Pacient nebral ani jeden lék.
AcceptTask;12;no;15;basZ;40;1;5;Tento měsíc nerpšelo žádný den.
AcceptTask;12;no;16;EqA;28;1;2;Tahle povídka je dobrá jako ani jedna jiná povídka.
AcceptTask;12;no;17;EqZ;26;1;6;V tomhle lese jsou borovice vysoké jak na žádném jiném místě.
AcceptTask;12;no;18;NRA;14;1;5;Trenér nechce, aby fotbalisté prohráli ani jeden zápas.
AcceptTask;15;no;1;basA;26;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;15;no;2;basZ;32;1;6;Marie nejedla týden žádný chléb.
AcceptTask;15;no;3;EqA;20;1;4;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;15;no;4;EqZ;30;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;15;no;5;NRA;34;1;4;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;15;no;6;NRZ;5;1;3;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;15;no;7;basA;17;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;15;no;8;basZ;36;1;6;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;15;no;9;EqA;28;1;1;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;15;no;10;EqZ;9;1;6;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;15;no;11;NRA;24;1;3;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;15;no;12;NRZ;13;1;3;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;15;no;13;basA;40;1;4;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;15;no;14;basZ;11;1;7;Pacient nebral žádný lék.
AcceptTask;15;no;15;EqA;15;1;5;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;15;no;16;EqZ;38;1;7;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;15;no;17;NRA;7;1;3;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;15;no;18;NRZ;22;1;2;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;16;no;1;EqZ;8;1;3;Profesor Novák je tak chytrý jak žádný akademik na celé fakultě.
AcceptTask;16;no;2;NRA;20;1;1;Petr nechce, aby Marie jedla týden ani chléb.
AcceptTask;16;no;3;NRZ;18;1;1;Novinář nechce, aby král potkal žádného ministra.
AcceptTask;16;no;4;basA;30;1;7;V království nezůstal ani jeden zloděj.
AcceptTask;16;no;5;basZ;28;1;4;Rackovi neutekl žádný hraboš.
AcceptTask;16;no;6;EqA;32;1;1;Farmář Karel prodá tolik králíků jako ani jeden farmář v okolí.
AcceptTask;16;no;7;EqZ;38;1;3;Tenhle řidič jel tak rychle jak žádný jiný před ním.
AcceptTask;16;no;8;NRA;16;1;1;Čtenář Karel nechce, aby mu utekla ani jedna nová kniha.
AcceptTask;16;no;9;NRZ;24;1;4;Uklízeč Karel nechce, aby žádné okno zůstalo špinavé.
AcceptTask;16;no;10;basA;36;1;7;Tajného jednání se nezúčastnil ani jeden voják.
AcceptTask;16;no;11;basZ;34;1;5;Na ostrov nešel žádný námořník.
AcceptTask;16;no;12;EqA;12;1;1;Tenhle dělník je tak pracovitý jako ani jeden jiný dělník.
AcceptTask;16;no;13;EqZ;22;1;4;Petr si dnes zalyžoval tak jak nikdy předtím.
AcceptTask;16;no;14;NRA;5;1;2;Lékař nechce, aby pacient bral ani jeden lék.
AcceptTask;16;no;15;NRZ;10;1;1;Turisté nechtějí, aby pršelo žádný den.
AcceptTask;16;no;16;basA;40;1;6;Ten spisovatel nevydal ani jednu povídku.
AcceptTask;16;no;17;basZ;14;1;6;V tomhle lese neroste žádná borovice.
AcceptTask;16;no;18;EqA;26;1;2;Zápasy v letošní sezóně byly tak těžké jako ani jeden zápas předtím.
AcceptTask;17;no;1;basA;32;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;17;no;2;basZ;28;1;7;Marie nejedla týden žádný chléb.
AcceptTask;17;no;3;EqA;40;1;6;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;17;no;4;EqZ;10;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;17;no;5;NRA;34;1;1;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;17;no;6;NRZ;30;1;1;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;17;no;7;basA;12;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;17;no;8;basZ;8;1;6;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;17;no;9;EqA;24;1;3;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;17;no;10;EqZ;14;1;7;Tenhle voják je tak poslušný jako žádný jiný voják.
AcceptTask;17;no;11;NRA;6;1;1;Kapitán nechce, aby na ostrov šel ani jeden námořník.
AcceptTask;17;no;12;NRZ;18;1;1;Ředitel továrny nechce, aby byl propuštěn žádný dělník.
AcceptTask;17;no;13;basA;16;1;2;Petr nechce při lyžování spadnout ani jednou.
AcceptTask;17;no;14;basZ;20;1;7;Pacient nebral žádný lék.
AcceptTask;17;no;15;EqA;36;1;7;Včerejší den byl tak deštivý jak ani jeden den v tomhle měsíci.
AcceptTask;17;no;16;EqZ;26;1;7;Tahle povídka je dobrá jako žádná jiná.
AcceptTask;17;no;17;NRA;38;1;2;Hajný nechce, aby v tomhle lese rostla ani jedna borovice.
AcceptTask;17;no;18;NRZ;22;1;1;Trenér nechce, aby fotbalisté prohráli žádný zápas.
AcceptTask;19;no;1;basA;38;1;7;Profesor Novák nevyhodil ani jednoho akademika.
AcceptTask;19;no;2;basZ;11;1;6;Marie nejedla týden žádný chléb.
AcceptTask;19;no;3;EqA;34;1;5;Ministr zahraničí je tak chytrý jak ani jeden ministr.
AcceptTask;19;no;4;EqZ;36;1;7;Zloděj ze souostroví Qwghlm je tak šikovný jako žádný jiný zloděj.
AcceptTask;19;no;5;NRA;7;1;4;Racek nechce, aby mu utekl ani jeden hraboš.
AcceptTask;19;no;6;NRZ;13;1;5;Starosta nechce, aby farmář Karel prodal žádného králíka.
AcceptTask;19;no;7;basA;26;1;7;Policista Karel nepředjel ani jednoho řidiče. 
AcceptTask;19;no;8;basZ;20;1;7;Čtenáři Karlovi neutekla minulý týden žádná nová kniha.
AcceptTask;19;no;9;EqA;30;1;5;Tohle okno je tak špinavé jak ani jedno jiné.
AcceptTask;19;no;10;EqZ;9;1;5;Tenhle voják je tak poslušný jako žádný jiný voják.
